mu_s,mu_θ,mu_c,mu_∆c,mu_v_x,mu_v_y,mu_t_v,mu_t_a,mu_t_j,mu_ω,std_s,std_θ,std_c,std_∆c,std_v_x,std_v_y,std_t_v,std_t_a,std_t_j,std_ω,min_s,min_θ,min_c,min_∆c,min_v_x,min_v_y,min_t_v,min_t_a,min_t_j,min_ω,max_s,max_θ,max_c,max_∆c,max_v_x,max_v_y,max_t_v,max_t_a,max_t_j,max_ω,maxMinusMin_s,maxMinusMin_θ,maxMinusMin_c,maxMinusMin_∆c,maxMinusMin_v_x,maxMinusMin_v_y,maxMinusMin_t_v,maxMinusMin_t_a,maxMinusMin_t_j,maxMinusMin_ω
11.199926729800646,0.0,1.692954224635618,2.634735078988645,32365.999903164393,38575.19467241183,1844.9706073197801,1756565.2636460555,25936887175.45513,0.0,23.616028413403733,14.09081856965055,2.1481939125256875,1.946630681016697,2290.0377529536336,4166.985268730354,4711.686883191951,4716554.530920188,10377251.84980819,10.132137686842226,0.0,0.0,0.0062649703594957265,4.168448235603536,334886.4653189626,347344.9591926253,0.7666437597398622,8027299.1754189655,248206698102.93387,0.0,87.85504206351415,0.0,6.268629921798226,7.337924426566575,8016.609943263352,15025.813228110343,16995.52645877062,16926749.904922098,32387895.727727916,0.0,88.26925562588724,43.40056105429119,6.273733128591849,6.332390764937632,8135.659095520225,15593.402112595277,16996.373053423646,16958707.69352749,45552570.71828642,30.614601836602553
124.18469025201397,30.078191406061443,1.9073727576701323,1.6901445747586896,31458.393040677798,37138.193206243384,60.842692280653516,2830.7240705579834,25926312127.81106,23.129658261362486,237.36620517804204,4.734593102971014,2.1620806103128154,2.796523046219312,48.20497336329454,86.40207315648364,84.24071727678287,770.1016605649812,15076832.183135651,6.102185453492109,0.0,43.75933172456176,0.0023795977383291264,1.2174288631170014,334964.3311245753,347896.50954100915,0.4332290315640011,8059200.737188354,248182714150.42935,32.07485063937198,598.5857864376269,12.418777709126097,5.1244610881302055,6.668070556388699,109.68038156710443,230.13682255971025,220.0542852534888,1965.5511803697734,639596.6454812284,17.291752628376347,599.0,12.060007038855524,5.133449667544995,8.613556267246292,150.86372821132716,246.17535866082181,221.23429463469384,2021.7780163715759,37788224.14056479,15.83150382560692
182.6133761272803,56.398404929919124,0.10149726388877162,1.5548335343974649,31738.892065340144,44907.89299505454,8289.792032819863,7916687.836551019,19397749239.174862,63.623469340968704,223.7219544427485,3.103004934000102,0.18223280088703764,0.025444339282184602,2387.496806034907,14259.50707868145,14186.549081543242,14337561.810064003,14672083679.283047,5.260343115102088,7.062257748298549,72.5687215586456,4.581317180810109e-06,4.698767914356995,332023.23419045436,347154.2887775628,79.78465891387202,7944793.726559935,208876657988.0609,69.86279066016945,529.9124279680511,37.74639164127104,0.5037606761163764,1.610978728377471,5017.10787261019,39021.83287339442,39311.03148209284,39226400.83491185,115223972.89521551,54.95047502940932,523.2643837821257,8.578231136916628,0.5151242719523142,0.0751253879950698,7999.388153375309,39780.09217294192,39232.86006159174,39340864.07237627,39458428762.75874,15.702286205842412
41.89043895488248,104.23442028341903,0.528755152455578,1.6968259416076745,31579.101949154123,36948.37018379525,545.1008975065139,209023.29310803264,25933874205.919415,115.27374273509906,65.58396961422625,19.014942689726556,0.8083495023477936,0.6726021520686492,702.2896354058983,866.0742643846072,993.0150932454251,909354.9824019015,12750255.352568572,18.71131740842426,0.0,98.02801417309965,0.0026023617312107266,4.132037609074907,334390.42399164697,344940.633961696,0.0804709181559054,8018157.679043992,248182090480.09866,104.47568150592627,272.75726562537903,113.04000000000002,2.910757302719181,4.463407718776633,3018.153250570444,1088.1321828525715,4241.293132989478,4170145.834320162,42649727.34122088,130.34219169436778,273.17147918775214,58.412546881191574,2.919523118141089,3.494284683676319,3633.2437301429427,4060.0462982668523,4242.825900484092,4211245.119300526,80422025.16698352,56.481112025044055
175.4366180172642,151.5115537877129,0.18587084224498482,1.5863527024153525,40342.76684129449,27721.549159779053,12954.017270265578,12724932.8635454,25933788090.790688,162.02254962623886,206.28406798132542,2.6413616787887593,0.39455596477411564,0.09469466632065611,19727.11310044358,20849.43626399043,28690.703171865345,28780705.818719625,427873301.33426356,3.8135727348911046,3.2426406871192848,167.42976472749635,0.0023400377286432266,4.697079218705797,334970.16421301715,291936.8176868615,39.61099819255942,7320747.536544923,247479290476.5141,170.32834874048694,465.996740524071,131.75395423118613,1.065963343512461,1.797845426501849,53021.75350984824,86.94922850626519,77107.72493385096,77075325.01922123,741624220.0906017,149.17386651672527,463.16831339932486,7.724750557980968,1.0749914829369365,0.2636807817706451,53057.10376805059,56062.679618755006,77069.72717407117,77813834.44670066,1482196521.5009441,9.460119612840884
105.15777543864917,167.72866057524675,0.1425787531670839,1.5525261754626372,21325.875615333396,42927.372510331974,11862.303629074264,11391033.041818725,25965886461.65271,180.0910922113516,151.23060825987477,5.607388445141726,0.1855482120877089,0.025450501975457045,24450.58107400427,13955.017263357566,28075.240506124555,28205740.122702632,345747229.9744107,8.053663687477483,8.219544457292889,180.36275244929638,1.738746294250247e-05,4.676718813288663,265018.41134324437,347940.84997725266,33.63591298138922,7315346.240624761,247692976121.62726,182.90332124378594,465.4444374231259,155.62659923305503,0.5231327534626448,1.6048271974062531,639.1494995021334,40031.18210756462,80626.72968037744,80475459.67166138,752672522.2210464,177.34449365105237,457.6391065282061,18.66440783804984,0.534483543152821,0.09102295809218319,70626.25262747728,40002.88020742223,80594.70700580881,81219370.39506097,1279559178.518233,25.055774243868996
36.010533157887735,205.89541871335626,0.44107060745441573,1.5994168434371163,36456.28467271412,33722.34830631934,6050.824127163109,5711888.536739346,25938465428.23282,207.33113117490262,45.73935212619792,12.365564239827643,0.5121005034980626,0.1310275019694603,14332.507029036547,9541.076906985376,17214.35339814346,17309770.788615655,233857607.54245496,7.439487988917159,2.605551275463989,205.30716028734622,0.015963795219297427,4.611310753842085,335036.60959150566,315946.1610959718,22.66141432389547,7529242.949334608,247718937466.6871,211.21825163027384,156.80715035539876,201.7446018366026,1.4387132483150022,1.9042223451165672,48009.970556935026,54.16392986896301,57677.592605728074,57636647.93917575,544253530.4896449,205.70718542566308,154.61581264230787,39.83800260354758,1.4341176302488234,0.4558261652490757,47978.87543664885,32020.550911007405,57656.544429816946,58166661.95386549,1045178841.7269695,25.103535631991804
19.067343186707657,255.29036209445576,0.5480001576412399,1.6856458166227881,27987.577535553155,35773.91822777853,4101.76581340522,3893060.039364472,24633905599.397423,244.79215006120359,32.18963342134935,17.659622493507424,0.7974347240869121,0.49998710994845413,7393.884777448531,4424.271332774013,8436.06927252039,8487827.227392681,4080373342.828532,14.002849243413506,0.0,248.95910750632245,0.0027418294426518265,4.384922653007537,304028.56586219784,330943.6545143945,11.454459163228007,7739868.746744522,233304505932.43427,239.33861677910966,150.9832929789086,264.54460183660257,2.768318743031762,3.522227508274276,17.937235013775883,6028.733931255722,35347.85334474085,35235275.5197789,325363332.6499978,249.91330500648138,151.3975065412817,58.9860553845713,2.776945090742229,2.3002194292413316,30994.8858440354,22997.627493971457,35338.01212399039,35554663.73705873,15240720178.140156,41.18929006397428
25.77660356989047,314.34948448787446,0.1617935810986987,1.5183765501604582,32077.532940688256,38039.801713483925,1174.3175762301184,901727.5573656681,25934925293.90342,288.8670487460633,24.246107922594256,14.580669678074797,0.1695870553712302,0.09906873054224154,1429.5576572092743,2022.692551932308,2453.6933103674332,2474131.8883083826,34342919.196483314,16.67190723868925,0.41421356237309515,311.24427968725706,0.00026645921030822665,4.36244489433541,334922.44158175617,347948.4835625915,10.755712068773068,7973770.093221502,248135928190.27365,283.34175920525786,71.83194674654686,313.2146018366025,0.520290114344906,1.6270090873246645,5018.30226161375,8028.885942702345,9433.016816608246,9203616.31499581,85729086.46923572,302.8805380266077,71.83194674654686,45.37088320363665,0.5313918322877165,0.4274787669638475,5101.375151077068,7992.950457221108,9423.874342952242,9289103.185798664,169663674.12002462,50.153380657952425
36.00199385036918,365.35782573488467,0.39313161104661754,1.5006136178946097,32464.38037044875,34808.50399560031,2741.588238919676,2256365.674355548,25971178809.830383,351.5902825562618,47.400560514959786,10.90414930139143,0.6504804290310001,0.4655069905630059,3194.681582041899,6347.186717487711,7019.51154112828,6856280.303908692,155481927.04714376,12.756630389829404,1.0,367.9380687406363,0.0005776344456370267,3.677773957339416,333023.3056955933,322944.999288752,9.124406753026463,7446925.258403518,248149449199.51935,343.0624033525053,160.1190647427489,358.74460183660256,2.504107035599099,2.6740687380973993,12015.945565494088,46.70679614901965,27724.593644197554,26693917.450730603,593812974.871092,356.62852731455985,159.533278305122,34.20709415025743,2.5148975783065803,2.1592093547325764,13998.154341120302,25014.255584507282,27717.082475857296,27306249.156351443,664226553.2761644,44.18072579865708
