record_timestamp,client_timestamp,button,state,x,y,s,θ,c,∆c,v_x,v_y,t_v,t_a,t_j,ω
0.0,0.0,NoButton,Move,349.0,403.0,1,-1.0808390005411683,1,1,1,1,1.4142135623730951,1,1,-1.5634631319073358
0.109999895096,0.108999999997,NoButton,Move,357.0,388.0,17.0,1.165904540509813,0.25963310800361084,-0.04355099364684642,72.7273420853554,-136.36376641004136,154.54560193138022,1392.104858239774,9.090917760669425,2.3676755727878804
0.230000019073,0.217999999993,NoButton,Move,351.0,374.0,15.231546211727817,7.0653981633974485,0.14750593996301298,-0.007361509231036795,-49.999948342970036,-116.66654613359675,126.9294206283253,-230.13460643047347,11592.528508607227,2.3689136054233138
0.353999853134,0.233999999997,NoButton,Move,349.0,372.0,2.8284271247461903,13.093708191639262,2.08578597315532,0.6852854776543833,-16.129053842250528,-16.129053842250528,22.809926691956576,-839.6744618637842,-13082.593835345047,2.4222630353068437
0.355000019073,0.327000000005,NoButton,Move,327.0,359.0,25.553864678361276,13.203501108793285,0.23590600107335305,-0.07239139736262376,-21996.349947686336,-12997.84315090556,25549.624999138898,25522579.88106441,-609438.7257806018,8.64041931374163
0.43499994278,0.437000000005,NoButton,Move,311.0,347.0,20.0,13.286642340681727,0.005489645857701142,-0.011520817760782596,-200.00019073268192,-150.00014304951145,250.0002384158524,-316245.61110061826,319043048.70346993,8.64700893944672
0.542999982834,0.546000000002,NoButton,Move,302.0,339.0,12.041594578792296,19.398599315343564,0.00690450349780667,0.00011749753164729368,-83.3333024274806,-74.07404660220499,111.49620474928992,-1282.4442805512897,-239248295.4566093,8.653841562870827
0.658999919891,0.654999999999,NoButton,Move,294.0,334.0,9.433981132056603,25.500506377112366,0.6478661435831633,0.06794179796558776,-68.96555466292158,-43.10347166432598,81.32746768147756,-260.0754606701902,2715201.187267027,8.66353820427286
0.773000001907,0.763999999996,NoButton,Move,284.0,330.0,10.770329614269007,31.12905314966158,0.5665478476800494,-0.007550214228855154,-87.71923513701064,-35.08769405480425,94.47650759371722,115.34237238876882,8968.141090789824,8.668834685771074
0.876999855042,0.873000000007,NoButton,Move,266.0,335.0,18.681541692269406,37.29949362288764,0.30128920114116486,-0.014198969812467405,-173.07716749017516,48.076990969493096,179.63046224708899,818.7891817773558,3609.791953952448,11.761138059709326
0.984999895096,0.982999999993,NoButton,Move,256.0,339.0,10.770329614269007,37.68,0.5729110151885403,0.025219452307895837,-92.59255825275613,37.03702330110245,99.72523722105876,-739.8629202922291,6513.393967602818,18.034941579615616
1.10500001907,1.092,NoButton,Move,252.0,339.0,4.0,37.924978663126865,0.09512659427809123,-0.11944610522761226,-33.3332988961467,0.0,33.3332988961467,-553.2655811197078,-12988.754098348209,22.771138704695215
1.31500005722,1.27899999999,NoButton,Move,244.0,337.0,8.246211251235321,39.25,0.029708026591019628,-0.007933166601482784,-38.09523117460443,-9.523807793651107,39.2676654913042,28.25888341467189,888.5585965429086,27.584959054399828
1.49799990654,1.326,NoButton,Move,244.0,335.0,2.0,45.06714871779409,0.6625106684365679,0.3164013209227741,0.0,-10.928970747417006,10.928970747417006,-154.8563829379616,3177.731930901787,33.85158822467013
1.71499991417,1.716,NoButton,Move,245.0,337.0,2.23606797749979,45.19412150740817,2.6015079936426653,0.8671459654702199,4.608294768841985,9.21658953768397,10.304460363487356,-2.8779279353505043,-843.8491240279476,36.7938578085062
1.8259999752,1.825,NoButton,Move,266.0,397.0,63.56886030125127,51.387942400661956,0.0019974054751392104,-0.04089282985173101,189.1890851692806,540.5402433408017,572.6921202689299,5066.552708952532,1369.174517494508,36.90008503258349
1.93499994278,1.93399999999,NoButton,Move,275.0,417.0,21.93171219946131,57.50779090541523,0.2824139235880508,0.01278589266367444,82.56883189799571,183.48629310665714,201.2084286480603,-3408.1082762544956,46508.55178619388,43.17648508706964
2.0609998703,2.05899999999,Scroll,Down,0.0,0.0,499.5137635741382,57.512678080080455,0.01225161136895272,-0.0005408505869508446,-2182.5409380203764,-3309.5257132890797,3964.397229473411,29866.594964731405,-67259.2528583943,46.32064453599069
2.39199995995,2.387,NoButton,Move,276.0,423.0,505.07920170998926,57.550376826524314,9.676056049586711e-06,-2.423765475089254e-05,833.8366321647907,1277.9452732090813,1525.9186251099218,-7367.002851696922,100527.77712589322,49.461152525527716
2.49499988556,2.41800000001,NoButton,Move,279.0,428.0,5.830951894845301,57.62714871779409,0.0064652816767678065,0.001107127230191202,29.126234628161157,48.54372438026859,56.61122433159503,-14265.13069865439,-361491.5020172935,55.72133795955875
2.60899996758,2.605,NoButton,Move,269.0,408.0,22.360679774997898,57.67628945221011,0.0034333433528089307,-0.0001355924039191765,-87.71923513393276,-175.4384702678655,196.1461726937615,1223.9898944782046,-60509.84985911914,58.886042320271386
2.72499990463,2.71399999999,NoButton,Move,258.0,383.0,27.313000567495326,57.94889927219074,0.001799170116611121,-5.9831333146992554e-05,-94.8276376672394,-215.517358334635,235.45702921995917,338.8868780959186,133526.97412634126,65.16498234208368
2.84500002861,2.83899999999,NoButton,Move,256.0,369.0,14.142135623730951,62.01460183660256,0.019276425232634176,0.0012358285609067182,-16.666649447240054,-116.66654613068037,117.85100843802465,-980.0491606286656,-7375.850849369166,65.16891360542351
3.00600004196,2.995,NoButton,Move,257.0,368.0,1.4142135623730951,62.800000000000004,2.8748858535831334,2.0192207912068785,6.21117960919721,-6.21117960919721,8.783934441661915,-677.4351860410114,-8192.148629561478,65.31997253970367
3.25300002098,3.245,NoButton,Move,261.0,368.0,4.0,63.12175055439665,0.19634954084936207,-0.6696340781834429,16.194333359340547,0.0,16.194333359340547,30.00161759964604,1225.15789591687,66.73113870469521
3.35399985313,3.35400000001,NoButton,Move,264.0,369.0,3.1622776601683795,63.44350110879329,0.10174645903152925,-0.029916121221561412,29.70301965991935,9.90100655330645,31.309731836701708,149.65765938019118,7004.336428896318,68.20127654448744
3.507999897,3.432,NoButton,Move,268.0,372.0,5.0,63.58539816339745,0.06435011087932843,-0.007479269630440164,25.97401857480393,19.480513931102948,32.467523218504915,7.518123714176104,776.9870629488487,68.25064670209501
3.96899986267,3.962,Left,Released,269.0,373.0,1.4142135623730951,69.08,0.10033636954100211,0.02544612752920259,2.1691975585001124,2.1691975585001124,3.0677086066974644,-63.77400607628866,-308.32873373305955,74.14997127760684
4.15700006485,4.149,NoButton,Move,270.0,373.0,1.0,70.08227177906386,5.494601836602552,5.39426546706155,5.31914321582779,0.0,5.31914321582779,11.975703127035462,-379.2130485168649,79.29113870469521
4.26300001144,4.25900000001,NoButton,Move,316.0,445.0,85.44003745317531,75.82364760900082,0.01173070388239405,-0.06417215273021151,433.9624828107194,679.245625268952,806.0384953178437,7553.959958103945,714.6202582187942,80.86046281107335
4.3710000515,4.368,NoButton,Move,368.0,471.0,58.137767414994535,81.88497866312687,0.09875466646240993,0.001496857661540873,481.48130288758205,240.74065144379102,538.3124615758996,-2478.9438373653074,69833.16164315215,87.13778120768605
4.47899985313,4.41499999999,NoButton,Move,380.0,474.0,12.36931687685298,82.10364760900082,0.4900295719215329,0.031632701252186826,111.111315195848,27.777828798962,114.53092218844448,-3923.9103497551,-92897.42799566698,93.38595063744582
4.48000001907,4.477,NoButton,Move,388.0,478.0,8.94427190999916,82.52895251061798,0.024447931377117822,-0.05205360986665922,7998.672700253295,3999.3363501266476,8942.787943769084,8826792.303667068,-1444726.774429056,93.42168499001032
6.88899993896,6.879,Scroll,Up,0.0,0.0,615.6524993858143,88.80871560243224,0.0006908197433478758,-3.8588508383333875e-05,-161.06268696667993,-198.4225885826624,255.563520074308,-3606.1538865021867,3665718.766159218,96.56538208401903
7.47699999809,7.47199999999,NoButton,Move,389.0,479.0,617.0591543766286,93.41460183660254,0.010176922337629454,1.5373084617575635e-05,661.5645593225973,814.6257684203705,1049.4202250415137,1350.0963012517188,-15017682.94142512,99.70070747457198
7.57899999619,7.58100000001,NoButton,Move,376.0,492.0,18.384776310850235,93.56725116499781,0.2505271838119688,0.013073330749881935,-127.4509827662436,127.4509827662436,180.2429083658013,-8521.346400649698,48590.68902035497,105.9740890387928
7.68700003624,7.69100000001,NoButton,Move,361.0,503.0,18.601075237738275,99.72907093760206,0.008206478735464,-0.013027241811531367,-138.8888373842791,101.85181408180469,172.23211425779814,-74.17399201235942,-91402.21334484097,112.25211716149322
7.8029999733,7.8,NoButton,Move,346.0,517.0,20.518284528683193,101.1459692373791,0.3003087204483606,0.014236192177984332,-129.31041498963305,120.68972065699084,176.88185915195936,40.08402945732762,72820.49130999148,112.25364951130521
7.91299986839,7.909,NoButton,Move,332.0,506.0,17.804493814764857,101.67552550393893,0.0795809369543575,-0.012397307432068561,-127.27284865631454,-100.00009537281856,161.859189049204,-136.5698584572661,1038.7102767343868,115.41034203505066
8.02099990845,8.018,NoButton,Move,319.0,473.0,35.4682957019364,107.86714871779408,0.014930411965943944,-0.001822769425734881,-120.3703257218965,-305.5554422171219,328.41002357250966,1542.1367846787682,-1635.6835406399264,121.6836150947026
8.1289999485,8.12699999999,NoButton,Move,312.0,459.0,15.652475842498529,108.07019393504754,0.3955682970641668,0.02431806245403944,-64.81479077932919,-129.62958155865837,144.93027813000663,-1698.8859018714875,15543.574264961726,121.68805651345438
8.23799991608,8.23699999999,NoButton,Move,308.0,444.0,15.524174696260024,114.14714871779408,0.013079292215281587,-0.024638282699886892,-36.69725862133173,-137.614719829994,142.423663427847,-22.996471997296027,-29734.16193148452,127.96760891450573
8.34999990463,8.268,NoButton,Move,306.0,440.0,4.47213595499958,120.2297531579442,1.3588483990413718,0.3009231204882314,-17.857144682717017,-35.714289365434034,39.929789394604164,-915.123968851895,14963.300010749785,127.98833506114688
8.35100007057,8.34600000001,NoButton,Move,299.0,431.0,11.40175425099138,120.42714871779408,0.5334797002506205,-0.07238962361594363,-6998.838612715418,-8998.506787776967,11399.862557790091,11358048.013899641,-891979.4817787316,134.24045350744876
8.74099993706,8.736,Left,Released,297.0,427.0,4.47213595499958,125.6,0.04413898902809618,-0.10941990944516586,-5.128206883761294,-10.256413767522588,11.467019194772616,-29201.02419801046,29125556.478004,134.33753514202573
8.84500002861,8.845,NoButton,Move,315.0,427.0,18.0,131.83031716227603,0.2873806267892172,0.01351342432006228,173.07677071943792,0.0,173.07677071943792,1553.9385505922128,-109492682.82733151,135.81113870469522
8.95300006866,8.954,NoButton,Move,496.0,418.0,181.22361876973983,131.88,0.034379167597310786,-0.0013960733204062463,1675.925304436968,-83.33330243056747,1677.995847833399,13934.430731852022,284768.06799668254,140.53234180639944
9.59099984169,8.97,NoButton,Move,502.0,418.0,6.0,132.66539816339744,0.008280472953992882,-0.004349782440552984,9.404392060368131,0.0,9.404392060368131,-2615.3480397783323,19405.167062148248,142.09113870469523
158.389999866,158.388,NoButton,Move,501.0,417.0,1.4142135623730951,138.89480845462805,0.5553603672697958,0.3868439031215239,-0.006720475270913281,-0.006720475270913281,0.009504187273718562,-0.06313811162413407,-111.22237897382736,148.36441833059786
